locale,segment_hash,source_text,translated_text,occurrences,sample_locations
it-CH,394d205ab90cbd8cf90cd6c9a63db28e57f86a43cf646ab97cd167da1cd36645,Differentiate: (1x + 6)(4x + 0),Differentiate: (1x + 6)(4x + 0),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_5657775238594944759:question
it-CH,9a7a5ef6967871f27d6196539bf00ff9a84cb01faf4ff4173de6b3ec2e3aab98,Differentiate: (1x + 6)(6x + 5),Differentiate: (1x + 6)(6x + 5),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_9012546333734440623:question
it-CH,4e567801eec982a6711877bf134bff964a9f397b19f03cd65764666893ffbc97,Differentiate: (1x + 6)^2,Differentiate: (1x + 6)^2,1,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_3306417021074383566:question
it-CH,45a0d846eb1d1227bf7d8085417e3e8119467b758875574e917355caaa5ee8e9,Differentiate: (1x + 6)^4,Differentiate: (1x + 6)^4,1,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_8363016408466592247:question
it-CH,089d19b4761c40501f855b69152e31b9831644ad633508febe83f488cce0858e,Differentiate: (1x + 6)^6,Differentiate: (1x + 6)^6,1,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_1289016655959839530:question
it-CH,9dfa1596dfab7167ac924faa766eb911adb2eaec50074581315fd23bbdf9003e,Differentiate: (2x + -1)(4x + -1),Differentiate: (2x + -1)(4x + -1),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_6646643797528909668:question
it-CH,4f528c7a97bd306b8013d84e7fff6c86d82524dc415b21cc7fb3a649d85cca63,Differentiate: (2x + -1)(6x + -2),Differentiate: (2x + -1)(6x + -2),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_7409387729176201047:question
it-CH,0eb0a8630cc5cff34eda8736b0d06e0ff142cc11b1aadcd4fc7ce167fc556023,Differentiate: (2x + -1)(6x + -3),Differentiate: (2x + -1)(6x + -3),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_1260140402683148190:question
it-CH,5b2de1de0803ca4fcc578f68922e05bb1245f9bf1cf42d8df0cca0876d93c057,Differentiate: (2x + -1)^2,Differentiate: (2x + -1)^2,2,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_853695681291930580:question | KS5_merged_deduped.jsonl:ks5_diff_chain_rule_9050976638757649509:question
it-CH,7eae54c1a73bb8517e5fe4409a3624d2806618d0d8ce4ed29ae4cf4969efbbce,Differentiate: (2x + -1)^3,Differentiate: (2x + -1)^3,2,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_3919092923251909365:question | KS5_merged_deduped.jsonl:ks5_diff_chain_rule_2324588288357170462:question
it-CH,018c99f6d320fc541e871486124227f9552102280eb5194607c27173bcae39f9,Differentiate: (2x + -1)^4,Differentiate: (2x + -1)^4,2,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_7874900813793416051:question | KS5_merged_deduped.jsonl:ks5_diff_chain_rule_1386162163167961910:question
it-CH,05bb7205e0c119f83dfbb36a96c5421ba3632caeda57b16dbfbdf196bde7cbeb,Differentiate: (2x + -1)^5,Differentiate: (2x + -1)^5,1,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_1937711595757871948:question
it-CH,74eb0c77c273ab37e11160126863534710c40ac438962896360ff262284edd32,Differentiate: (2x + -2)(1x + 4),Differentiate: (2x + -2)(1x + 4),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_8319855405548727903:question
it-CH,d2d042015eeaf39ad631bbd403b931629d32b7969e07f5be79d1213bc8d194ad,Differentiate: (2x + -2)(4x + 0),Differentiate: (2x + -2)(4x + 0),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_8107522677094917765:question
it-CH,b996b9448ab8cf1a5bc0b63b0087f62b82c872dbccf41169cedf662f9b4c1834,Differentiate: (2x + -2)^2,Differentiate: (2x + -2)^2,1,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_6600536093033045299:question
it-CH,a4b19a34e7bbc2a612e41b6c3180224c7c639bac0ff5169b971fff5c82676f67,Differentiate: (2x + -2)^3,Differentiate: (2x + -2)^3,1,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_4059340020250407233:question
it-CH,be0faea67cac60379cc2796fc640dd15e3c5da9e705153399bc19fba01b515fa,Differentiate: (2x + -2)^4,Differentiate: (2x + -2)^4,1,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_6295707940972798798:question
it-CH,eb9065df4fcfb9b9b8be300d31f3296990c8dbfc8979e62ce65d389cf3cae735,Differentiate: (2x + -2)^5,Differentiate: (2x + -2)^5,2,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_1600340130186608159:question | KS5_merged_deduped.jsonl:ks5_diff_chain_rule_1211726750313642812:question
it-CH,5252e633ad08c572912e36001032dbbb0a9d636186abe72a8c02b8f6d7cacfd0,Differentiate: (2x + -2)^6,Differentiate: (2x + -2)^6,1,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_735310855395704293:question
it-CH,9c31c9c9e87582eef6dd001ce2b5d373167f05d8f0ab36490da1aff18315cc62,Differentiate: (2x + -3)(1x + -2),Differentiate: (2x + -3)(1x + -2),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_7462588794151421808:question
it-CH,2808370b8bfc4852d4ef7dfd1847a46dc92b81c11d742b167b65931e8af8ba3e,Differentiate: (2x + -3)(1x + -3),Differentiate: (2x + -3)(1x + -3),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_191220443588411049:question
it-CH,01e436eb6835cb05e354ef6a43997ea128bea8be38572520c0c20c5eefe97ac0,Differentiate: (2x + -3)(1x + 5),Differentiate: (2x + -3)(1x + 5),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_8662904579814982658:question
it-CH,ccc2de38d478854f7726b2521b50de5031607e51b2eae17cc723ecfe386fbc86,Differentiate: (2x + -3)(4x + -6),Differentiate: (2x + -3)(4x + -6),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_1291610017491339856:question
it-CH,9257b7ee2b3074f54c676ddabf698ce389aee47f1bc77e1b8f6c2bcb74c34549,Differentiate: (2x + -3)(4x + 6),Differentiate: (2x + -3)(4x + 6),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_1836156945143421445:question
it-CH,c4f85dc4d72ab246b77d675242d08c338dc9513b73ba3d29366b0b825884f81b,Differentiate: (2x + -3)(5x + 0),Differentiate: (2x + -3)(5x + 0),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_3432844446480243263:question
it-CH,6fe12143aa38f90f81e2c8b6f6ba6d8a56c9de882fda6fa3d05c28c8fdc39375,Differentiate: (2x + -3)^2,Differentiate: (2x + -3)^2,1,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_5471738433218485599:question
it-CH,2dbbd73d4df4f52c145ed58b143ae2d87a79a08227bfde61080c820a8e544672,Differentiate: (2x + -3)^4,Differentiate: (2x + -3)^4,1,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_7416392312438415397:question
it-CH,82b44e3d3ec62670fdcad35516008335b7bd1c03715e254a7f471e1a0237f816,Differentiate: (2x + -3)^5,Differentiate: (2x + -3)^5,2,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_2439287957579397478:question | KS5_merged_deduped.jsonl:ks5_diff_chain_rule_41495891410299741:question
it-CH,fc9eb48123caa0f6a3fdfafd077e26f1d5067fc75f29577edde27c0c625c6cd1,Differentiate: (2x + -3)^6,Differentiate: (2x + -3)^6,1,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_2872583545812992067:question
it-CH,55e7c979ac90f1387004fc247854e694ff3cc5de3bf1a69116773610959df275,Differentiate: (2x + -4)(1x + -5),Differentiate: (2x + -4)(1x + -5),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_1890262073305926419:question
it-CH,cfe5cbbb1e9d7a3963319c10c415f5586acce920f122ae77232ec4641d211b7d,Differentiate: (2x + -4)(4x + -3),Differentiate: (2x + -4)(4x + -3),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_876849093768468077:question
it-CH,e5c54f0851386883646f1fe0ab3172db10d66dca6e923fcf70f658193b91faa8,Differentiate: (2x + -4)(4x + 4),Differentiate: (2x + -4)(4x + 4),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_8434638297971459198:question
it-CH,ae3c153211ff239058aca71ef93202bd49e5fbc09cca0f4ecccc27b07bde959b,Differentiate: (2x + -4)(5x + -2),Differentiate: (2x + -4)(5x + -2),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_3178157140752315136:question
it-CH,7dc37f6169534ebc2d8f4c05062d11ace28e28c5eb7e0fd329c5e277c2b7777c,Differentiate: (2x + -4)(5x + 5),Differentiate: (2x + -4)(5x + 5),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_4520868993643834390:question
it-CH,5e5fa6b29c8131c75b2af2c4f4485859ff287aa0a0b7019726611b82d1ce980c,Differentiate: (2x + -4)^3,Differentiate: (2x + -4)^3,1,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_5442221174051398376:question
it-CH,810b2a52f0d67769b9b6447614c351f1fd6452207a9afb0b5e11758e128624f1,Differentiate: (2x + -4)^5,Differentiate: (2x + -4)^5,1,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_5668475772647452084:question
it-CH,f1a376dbfa68bd357fe5c317700af07d88728a11114f85adfc91b109a6889bcb,Differentiate: (2x + -5)(3x + 3),Differentiate: (2x + -5)(3x + 3),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_2495584813854676244:question
it-CH,4d7945123969e495792b5f736d0ab3dd82b71b6eaec77fc219996c75d89676d7,Differentiate: (2x + -5)(4x + -1),Differentiate: (2x + -5)(4x + -1),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_6567257596769242787:question
it-CH,810f851db04397e2f0fa0f043779c8309a8ccbc9402c27abb50aee3c31928c04,Differentiate: (2x + -5)(4x + 3),Differentiate: (2x + -5)(4x + 3),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_8653664445995896019:question
it-CH,480f564db709571164d29cd6adb1274c069d4312daa8c1c91f5a3b3e0e429d63,Differentiate: (2x + -5)^3,Differentiate: (2x + -5)^3,2,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_3107163114766196535:question | KS5_merged_deduped.jsonl:ks5_diff_chain_rule_987947624186844362:question
it-CH,4839401a8e965d867905475fe1c10bfbdc1259364d7ac580a4fb4eb2182e6e76,Differentiate: (2x + -5)^4,Differentiate: (2x + -5)^4,1,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_3579294149508989727:question
it-CH,a00c107c31a10c0c42508d6435aa0f8d875dddff99ddf776bd10f3a491e7e59f,Differentiate: (2x + -5)^5,Differentiate: (2x + -5)^5,1,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_5344968551084956353:question
it-CH,021e95531b37ab75fcca7b3a5e4224edf293bc0a673d634a59cfe52acd02dfd2,Differentiate: (2x + -5)^6,Differentiate: (2x + -5)^6,2,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_9165790914355834579:question | KS5_merged_deduped.jsonl:ks5_diff_chain_rule_3481765989123715339:question
it-CH,806c7b3913bedff80e8db242d5a5766233fd8774a479cca2326f3bbe77759b03,Differentiate: (2x + -6)(2x + -3),Differentiate: (2x + -6)(2x + -3),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_2251691206698279689:question
it-CH,66446d718a300b416fd4ef6bc8a81abc2c50a8f9dabc577d1e5ae3e5ac6cac12,Differentiate: (2x + -6)(4x + 4),Differentiate: (2x + -6)(4x + 4),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_871877011757647213:question
it-CH,f178e99e20dee542bb5e91e35aca661c9c0ec4486fafb5048093b214e6ccce3f,Differentiate: (2x + -6)(5x + -1),Differentiate: (2x + -6)(5x + -1),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_9115048920355529656:question
it-CH,32070e89d9202dda5c9b2e926767523e3877f693f38293b839cecac1b0720c6b,Differentiate: (2x + -6)(6x + -6),Differentiate: (2x + -6)(6x + -6),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_2030943062276871450:question
it-CH,f8c15a4fc017b88a21b562a64c901632e7d43724d2ccb8985a20d65c9a0e16fb,Differentiate: (2x + -6)^4,Differentiate: (2x + -6)^4,1,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_3347568623186778550:question
it-CH,0ba50d8801b590fb34a5a59c5241e54b011f51e7cc45479822d12126ab382164,Differentiate: (2x + 0)(1x + 6),Differentiate: (2x + 0)(1x + 6),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_6292449607411568897:question
it-CH,192fa79dfd2956173bff20ebb0295ab58eae8c951548192cd8f72379588c7996,Differentiate: (2x + 0)(2x + -6),Differentiate: (2x + 0)(2x + -6),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_3397146808351927133:question
it-CH,11ff3990416274a62db685118bc0d9cb131e698983e0bbedc1d065a1100441c1,Differentiate: (2x + 0)(4x + 4),Differentiate: (2x + 0)(4x + 4),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_4857249741391442820:question
it-CH,5f8527d6476036be93264da5b73ccb21dca286c0c17125e5fd1f8e133bd8294e,Differentiate: (2x + 0)^2,Differentiate: (2x + 0)^2,2,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_3605155632766278304:question | KS5_merged_deduped.jsonl:ks5_diff_chain_rule_6721701879589019223:question
it-CH,0419294913d453c64d21577c2d3992ff28613ae3b4416c69ac4a7cbc82367bf1,Differentiate: (2x + 0)^3,Differentiate: (2x + 0)^3,1,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_6136663366478931102:question
it-CH,fa37c7b73692ae370d816afc40d249ab66be1ba88a018332fed00010d8d84c05,Differentiate: (2x + 0)^5,Differentiate: (2x + 0)^5,1,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_5594737245664273356:question
it-CH,67da162fe0cf24571b1ee8e6e76fbcf71ce12555f9695e77fde5ffeb25eb47a0,Differentiate: (2x + 1)(1x + 2),Differentiate: (2x + 1)(1x + 2),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_3272083923099616076:question
it-CH,373643a2069ebe194aa3491b2e2137af26adc093f2ba1121757d1bbdea82a5eb,Differentiate: (2x + 1)(4x + 6),Differentiate: (2x + 1)(4x + 6),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_1991632573861667871:question
it-CH,f2e3e61e06f624efca52a8cbc559876dbd1f3bb0716281f1e913006bdbd60e15,Differentiate: (2x + 1)(6x + -3),Differentiate: (2x + 1)(6x + -3),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_1101997830039864881:question
it-CH,c483257bfffca5b9d6b2fb7a6c665b40aa227495d7a8488fddcef501e3ca7e2c,Differentiate: (2x + 1)^3,Differentiate: (2x + 1)^3,1,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_5520934758870618602:question
it-CH,d48c67729f5c74c816fbab571d0e375ffb4c6c6618cc08cda080dcaf60056485,Differentiate: (2x + 1)^5,Differentiate: (2x + 1)^5,1,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_2474020938402991616:question
it-CH,b897a76058e0b9c68d1cd4d20d487bf89bc7edad6ef173c65cb7c85084c2ac15,Differentiate: (2x + 1)^6,Differentiate: (2x + 1)^6,1,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_6332438204475195994:question
it-CH,24716064c0a0fadaca403298bd99bf205776be0d9063a22acaf5ad1051346012,Differentiate: (2x + 2)(2x + 6),Differentiate: (2x + 2)(2x + 6),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_7520850942093440368:question
it-CH,8cc2f4bccffcc1e06a684c86882179abd22da286891f4695464f2d182efd728a,Differentiate: (2x + 2)^3,Differentiate: (2x + 2)^3,1,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_3209556087699530920:question
it-CH,c6c75deadf3f7a79c300e801a071b97701a9f5ad313e04b2c42ed9a65f305062,Differentiate: (2x + 2)^4,Differentiate: (2x + 2)^4,1,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_7400678469195936466:question
it-CH,08bdeed9bbb2839801fdf88e13c89553358fef40098909801d734e89ca17b1e2,Differentiate: (2x + 2)^5,Differentiate: (2x + 2)^5,1,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_2931138816533336041:question
it-CH,dae1b2a62717ab95afa1b6632f4c517083684f73a789f6fc6b3b9b26f908a036,Differentiate: (2x + 2)^6,Differentiate: (2x + 2)^6,1,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_3420122164629156111:question
it-CH,755cbd3a836a2e7b3510191dce3c5c2ed714bf204ba71481550313550e2ab16a,Differentiate: (2x + 3)(4x + -2),Differentiate: (2x + 3)(4x + -2),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_2149076189917201431:question
it-CH,16507b2b65259c68f9c9c0ae43ee2b3c243b98f7a28595fc3fb1aa5fe4828e52,Differentiate: (2x + 3)(4x + -3),Differentiate: (2x + 3)(4x + -3),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_2724628245724425549:question
it-CH,8c349ffe4532bfd1cbbe0e3cd60aea5011bf667222acdb36d88ae22240710565,Differentiate: (2x + 3)(4x + 2),Differentiate: (2x + 3)(4x + 2),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_2955966547047346939:question
it-CH,a183fa5c5a1a77e9ad38b8c30721ed8e3d245564d3d9b4f0aded0b8ada8dc03f,Differentiate: (2x + 3)^2,Differentiate: (2x + 3)^2,1,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_3669222292069190889:question
it-CH,87178a345baf1e33d0f8afc10bd6ee15a385b313eaecfe71c024c9a75aee7ac0,Differentiate: (2x + 3)^3,Differentiate: (2x + 3)^3,1,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_5418599335888231477:question
it-CH,cf1e226ae813229b264bd9f9830613d62fe209dd8fbe56daddef477e6f3d9309,Differentiate: (2x + 3)^4,Differentiate: (2x + 3)^4,2,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_611277628113125837:question | KS5_merged_deduped.jsonl:ks5_diff_chain_rule_4847642967604632480:question
it-CH,9ba6305891e112a1d2995d09d3638b5503d826ddf7180da4ef7081984cba60a2,Differentiate: (2x + 3)^5,Differentiate: (2x + 3)^5,1,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_7259278405146529878:question
it-CH,c9f9aa349941e6d9db58ae2b9b1469df06c6f59a7b893055d8f609c0b469d779,Differentiate: (2x + 3)^6,Differentiate: (2x + 3)^6,2,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_3398843778561963859:question | KS5_merged_deduped.jsonl:ks5_diff_chain_rule_7194521646968400794:question
it-CH,49cca6304a8fee9cb917a88b56548026cb2effcda8e5f2aa906fcbd1db7ead45,Differentiate: (2x + 4)(1x + -2),Differentiate: (2x + 4)(1x + -2),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_1417300931244403117:question
it-CH,88bc8511a5b16722d9a1b772b9857aa4a3ae21f5f713d1c0a59172e21dce4024,Differentiate: (2x + 4)(2x + 2),Differentiate: (2x + 4)(2x + 2),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_2041873139580297728:question
it-CH,f7fee75aa05d1f3a1f536170f7c1bd823f9dab0366466120de67e160a98d1e70,Differentiate: (2x + 4)(4x + 0),Differentiate: (2x + 4)(4x + 0),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_3827911011597178398:question
it-CH,bc599552317b04f48897b7a4b324829e6b8ac8e11111e8b3acba297f08870d80,Differentiate: (2x + 4)(5x + 0),Differentiate: (2x + 4)(5x + 0),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_8710200653840251812:question
it-CH,6bf4f38c37a5400a29570eadd3a8af3d3fc7a0fcd04be6c17b21ab988e8d7ebf,Differentiate: (2x + 4)^2,Differentiate: (2x + 4)^2,1,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_6969341158940702382:question
it-CH,ba77b1828994a6b1cde68bd2edc912f8a837c7c1a604d4e6c30af5e87cdd0b14,Differentiate: (2x + 4)^3,Differentiate: (2x + 4)^3,1,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_4625925950291773370:question
it-CH,57de02f287a1d6b0148a45dda05eacebda998978e062ea4f5ede4b4c5048f550,Differentiate: (2x + 4)^4,Differentiate: (2x + 4)^4,1,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_2106856285603871951:question
it-CH,38d6ba48a6eee0128424cdef229b8d3ad9ad8bdbdde3e5c438b86d5d64bce234,Differentiate: (2x + 4)^5,Differentiate: (2x + 4)^5,1,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_7436132291609389158:question
it-CH,4b67690474651dbdde72c5e2b156dce629bd37a5ac2032860aa2098607f7be11,Differentiate: (2x + 5)(1x + -2),Differentiate: (2x + 5)(1x + -2),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_4456234019923224477:question
it-CH,7b6623b0e1f3f91fb2be23cdbc53a1888d45e6933811722a57dbb2b847c8517c,Differentiate: (2x + 5)(3x + 0),Differentiate: (2x + 5)(3x + 0),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_1113474193482684030:question
it-CH,62b528ebe4ee6f61cf5d12caf0e6942e5c62ac5bf9bfd67d67f29fde0c2dbbab,Differentiate: (2x + 5)(3x + 1),Differentiate: (2x + 5)(3x + 1),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_6960741073712825787:question
it-CH,3089a730bf666c9dc6c8e5817dd1d4f629fb6b25dca865b2799fc2aead1ea420,Differentiate: (2x + 5)(5x + 1),Differentiate: (2x + 5)(5x + 1),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_6035805444872206406:question
it-CH,cb445710c1985914f8ed16f5bfdbbd898a899e3c86f3cf3cfb371c4ba8235e84,Differentiate: (2x + 5)^2,Differentiate: (2x + 5)^2,1,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_8758249213039766136:question
it-CH,9ef07344f9b098a2978bcfb396a25efeeaa57f57e88ff39356d07e4d9c6560f8,Differentiate: (2x + 5)^3,Differentiate: (2x + 5)^3,1,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_4464180532598072705:question
it-CH,99277ff705593d8e7ed790b5ee0b47f83eb4dae895639103e959d4bf4869469b,Differentiate: (2x + 5)^4,Differentiate: (2x + 5)^4,1,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_5551882260399538760:question
it-CH,ce7d4bf92053cfd58e76f61e9fb5778adbfe8d63c3d5706e6a0660740d4500d9,Differentiate: (2x + 5)^5,Differentiate: (2x + 5)^5,1,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_258587650391151735:question
it-CH,e527671115f87eb80b96f36dbc8cf6960b96893e06b13947de547c83f9d64bdd,Differentiate: (2x + 5)^6,Differentiate: (2x + 5)^6,1,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_4778329344295455333:question
it-CH,489fabbce749101fc7729f6f1edc508383b1472bf48ec2e452fd1c64a8d92945,Differentiate: (2x + 6)(1x + -4),Differentiate: (2x + 6)(1x + -4),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_1906484765899650448:question
it-CH,e4ffae1621171696eb7200c6c8ca3ba58e35ea34a1c8be07a2482a49beadfdae,Differentiate: (2x + 6)(1x + 3),Differentiate: (2x + 6)(1x + 3),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_542736358015804979:question
it-CH,3808de30ad422d02c0df4ea70f9bc594c1526a37ee1d89189d91b875d2ff10fa,Differentiate: (2x + 6)(3x + -1),Differentiate: (2x + 6)(3x + -1),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_4006231689624701969:question
it-CH,bb7757bd6ffa8f4b60ffc3b197739d6cca3ddf488baa9cfb5cca3853619444e5,Differentiate: (2x + 6)(4x + -5),Differentiate: (2x + 6)(4x + -5),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_6342703302050372596:question
it-CH,459d3b811be46ad00e331e96eb77222a08c0f63fd848c4f61168418a80f03233,Differentiate: (2x + 6)(5x + -5),Differentiate: (2x + 6)(5x + -5),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_5005331655325750121:question
it-CH,990a8c45f06cb82aa817ed2d8cf899e267550202ea237183e8274b91907a81b0,Differentiate: (2x + 6)^2,Differentiate: (2x + 6)^2,1,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_4601287530657339268:question
it-CH,424b43cd4917ff729348670b9f2033fe7d4569ec1f54687a1171d48e5bd802a1,Differentiate: (2x + 6)^3,Differentiate: (2x + 6)^3,1,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_9169404144221326210:question
it-CH,cb9d95d255086a6647f58dee4f589aefdee5757ebe6eada6e6fe5f00eac66ebe,Differentiate: (2x + 6)^4,Differentiate: (2x + 6)^4,1,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_304806730492072958:question
it-CH,f7df18addb3bb499822d70cedba542b49f685518fbd5f984bc94672c3c5ce45f,Differentiate: (2x + 6)^5,Differentiate: (2x + 6)^5,1,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_507916950926477247:question
it-CH,5cd21bbdbc6fe51e6f08de281882d5860ac32e581a1495fc886038042f8291f5,Differentiate: (2x + 6)^6,Differentiate: (2x + 6)^6,1,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_1671934585077012777:question
it-CH,0acf34de2180edd56a274c8b4202ad5b9c91b59740130549197bc2c8f9a7587a,Differentiate: (3x + -1)(5x + 4),Differentiate: (3x + -1)(5x + 4),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_3116897524451623050:question
it-CH,c04838242774298c66899ac7e08b24c002bd058d1b6624a4989bae1b22313f63,Differentiate: (3x + -1)^2,Differentiate: (3x + -1)^2,1,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_7995790240195751741:question
it-CH,931f8db939b76adad9939493d9b718de3aa580f57644c78100c0c9259d0b54b0,Differentiate: (3x + -1)^3,Differentiate: (3x + -1)^3,1,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_5610084545370229222:question
it-CH,737950d9b8ec4d14250e0db9140598dd0b8dbab97c7909a8d40eb2520dc8915f,Differentiate: (3x + -2)(3x + -1),Differentiate: (3x + -2)(3x + -1),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_4985741645880959323:question
it-CH,aeac76254bb86826946ec15f4d420061a654f47bb4a00e6e23a3aedb788bb481,Differentiate: (3x + -2)(3x + 4),Differentiate: (3x + -2)(3x + 4),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_576231294044488372:question
it-CH,669c7666bc18784cf721424b3dd3f9a4c0c1047797bb9845c24f4369a51a2509,Differentiate: (3x + -2)(4x + -5),Differentiate: (3x + -2)(4x + -5),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_6108439971778105561:question
it-CH,a6d11af7fbcbd54cde9fa6622670f4c779e602da5d2b76df1da488c9d197eeb2,Differentiate: (3x + -2)(5x + -4),Differentiate: (3x + -2)(5x + -4),1,KS5_merged_deduped.jsonl:ks5_diff_product_quotient_5692082967803785296:question
it-CH,b1a4b508499dac4acabcd0187ba5506bb2d5f73790d65d37fc18d1750222c1c3,Differentiate: (3x + -2)^2,Differentiate: (3x + -2)^2,2,KS5_merged_deduped.jsonl:ks5_diff_chain_rule_7608661549318480670:question | KS5_merged_deduped.jsonl:ks5_diff_chain_rule_8534914761263676105:question
